id,cuisine
6561,southern_us
26992,southern_us
31179,southern_us
35099,italian
11018,chinese
17930,mexican
21302,italian
46352,chinese
25132,southern_us
7010,indian
25850,southern_us
19601,italian
7935,mexican
34994,chinese
25113,italian
45523,italian
34977,southern_us
7124,southern_us
27514,southern_us
27178,mexican
47880,indian
29197,mexican
16347,indian
20333,southern_us
29112,indian
7510,indian
13897,italian
35699,italian
20520,italian
38920,southern_us
21775,southern_us
37475,southern_us
40131,southern_us
1939,southern_us
48268,chinese
34815,italian
13797,italian
39063,chinese
29064,chinese
26896,italian
29477,southern_us
3352,southern_us
4966,southern_us
7316,italian
23879,italian
16525,italian
32843,italian
39574,southern_us
32737,southern_us
44788,indian
28772,italian
34189,southern_us
33719,italian
25846,southern_us
1423,southern_us
4328,chinese
579,southern_us
5219,southern_us
2314,southern_us
31143,italian
13409,thai
3281,italian
15804,thai
40835,indian
39262,chinese
37013,italian
14807,southern_us
47956,italian
2580,southern_us
13720,southern_us
23008,indian
5951,southern_us
39312,southern_us
6176,indian
17617,southern_us
57,southern_us
43422,southern_us
49403,southern_us
44751,southern_us
21865,southern_us
26584,southern_us
39355,chinese
14038,southern_us
45396,indian
49715,southern_us
41515,thai
30445,spanish
4090,indian
17207,thai
40376,southern_us
19398,italian
22347,vietnamese
49671,chinese
40854,italian
926,chinese
47919,mexican
20571,italian
18866,southern_us
48742,southern_us
14577,italian
29481,indian
40996,mexican
34470,italian
31147,mexican
35932,italian
27221,italian
48301,italian
29925,chinese
48640,southern_us
22873,southern_us
10565,chinese
15509,italian
37569,southern_us
13306,southern_us
40474,mexican
15182,southern_us
8609,southern_us
32168,southern_us
1125,southern_us
25244,italian
46889,southern_us
13841,thai
47135,italian
29036,southern_us
43533,southern_us
41631,southern_us
22124,southern_us
18836,chinese
35695,southern_us
5141,southern_us
41894,italian
4972,italian
34195,thai
14183,southern_us
15188,indian
8734,italian
30946,southern_us
5588,thai
49554,southern_us
1270,mexican
1259,thai
45986,southern_us
22351,southern_us
300,southern_us
9278,southern_us
10021,italian
17014,southern_us
40855,italian
18362,chinese
16292,chinese
29924,southern_us
47174,italian
4856,italian
15417,italian
19875,southern_us
42228,italian
36264,southern_us
14571,southern_us
23496,chinese
43879,southern_us
23431,southern_us
5499,southern_us
247,southern_us
48795,southern_us
47113,italian
489,southern_us
13036,mexican
4838,italian
40630,southern_us
17576,italian
29972,thai
8123,southern_us
35918,southern_us
42669,italian
24632,indian
35740,southern_us
45670,italian
28041,southern_us
46688,chinese
10309,thai
15367,chinese
30562,southern_us
47151,italian
47300,thai
31200,southern_us
5749,southern_us
41807,indian
13990,southern_us
23572,southern_us
872,southern_us
38085,thai
5248,mexican
26309,southern_us
26880,mexican
41559,southern_us
8059,southern_us
26041,thai
30019,italian
7207,indian
30309,southern_us
2092,southern_us
8023,chinese
4016,southern_us
24631,italian
35068,southern_us
8523,mexican
28463,italian
8629,italian
43829,italian
22129,italian
34505,southern_us
38200,chinese
36513,chinese
32187,southern_us
7788,southern_us
31130,southern_us
40483,southern_us
2224,southern_us
14143,southern_us
22889,chinese
17406,mexican
10451,italian
19844,southern_us
23416,southern_us
33874,southern_us
39951,italian
41361,southern_us
44659,italian
8836,indian
21709,southern_us
22993,thai
39191,southern_us
17182,southern_us
20507,southern_us
42397,southern_us
18897,mexican
3797,southern_us
11041,southern_us
807,thai
3514,italian
12936,thai
15050,southern_us
43377,southern_us
10471,southern_us
30721,southern_us
14333,chinese
6260,chinese
7712,southern_us
19048,southern_us
21455,mexican
18575,southern_us
47647,indian
35947,italian
14499,italian
43525,indian
5723,italian
48497,italian
43822,southern_us
525,italian
30594,italian
47948,southern_us
2099,indian
43863,italian
24711,thai
15230,southern_us
21680,indian
36218,mexican
41622,southern_us
34809,chinese
5110,italian
27214,italian
34803,southern_us
36822,southern_us
6912,chinese
20373,southern_us
29157,southern_us
6327,southern_us
35502,mexican
8305,southern_us
35598,southern_us
48538,chinese
49358,southern_us
44506,southern_us
39146,southern_us
29270,southern_us
20560,southern_us
24169,southern_us
41537,italian
10431,italian
31517,southern_us
34049,southern_us
26964,southern_us
49655,italian
9101,southern_us
30377,italian
7046,chinese
47969,chinese
18971,southern_us
38891,southern_us
29506,thai
40305,chinese
21255,southern_us
15578,mexican
24894,southern_us
32089,mexican
46097,thai
40982,southern_us
12543,chinese
38366,southern_us
32925,italian
17506,thai
48389,italian
41804,southern_us
9961,chinese
24939,southern_us
39599,southern_us
45838,chinese
48875,indian
25531,mexican
3009,southern_us
31965,southern_us
16901,italian
13370,italian
2954,thai
40353,italian
8207,southern_us
10933,chinese
38206,southern_us
14110,italian
19128,italian
32616,chinese
27748,southern_us
31858,southern_us
20510,southern_us
17602,thai
35665,southern_us
46589,southern_us
8178,southern_us
34880,italian
42527,southern_us
29682,southern_us
32166,southern_us
30343,indian
15385,southern_us
18372,chinese
29211,italian
23269,southern_us
4561,italian
27365,thai
49032,southern_us
22064,italian
12060,southern_us
47834,southern_us
25815,southern_us
34036,italian
19326,southern_us
44078,mexican
31090,italian
17485,mexican
708,southern_us
5350,thai
29754,southern_us
18309,italian
46871,italian
27300,southern_us
41890,southern_us
49548,southern_us
11392,italian
1354,southern_us
48819,indian
19097,chinese
42113,italian
24060,thai
25849,mexican
4543,italian
25306,southern_us
41966,italian
48719,southern_us
48191,thai
8826,southern_us
42703,southern_us
16083,southern_us
26613,chinese
28088,southern_us
39965,southern_us
36239,italian
4322,italian
9951,southern_us
3045,southern_us
28585,italian
39841,southern_us
25913,indian
39715,chinese
23135,italian
47022,southern_us
24160,southern_us
18619,italian
12574,southern_us
22681,italian
33692,chinese
538,southern_us
22118,southern_us
21890,southern_us
36340,southern_us
27973,southern_us
12870,southern_us
22564,southern_us
35063,southern_us
7000,southern_us
11318,italian
47001,southern_us
11395,chinese
23507,southern_us
47242,southern_us
48957,italian
17721,italian
25138,southern_us
47438,italian
47162,southern_us
42459,southern_us
6486,southern_us
24116,indian
31596,chinese
38887,chinese
10665,italian
13712,italian
2633,southern_us
35784,indian
45204,italian
46722,southern_us
34949,southern_us
35321,chinese
46430,southern_us
34431,southern_us
30890,southern_us
42132,indian
15702,southern_us
47719,southern_us
45160,italian
20600,southern_us
10800,southern_us
30479,italian
9457,indian
26571,chinese
42942,italian
36635,mexican
43617,mexican
16911,southern_us
122,southern_us
22340,southern_us
37007,italian
23595,italian
25233,italian
5503,chinese
47338,southern_us
44695,thai
7141,southern_us
14564,southern_us
19655,southern_us
35326,italian
35922,italian
28171,italian
1322,southern_us
14923,southern_us
42344,italian
16380,mexican
15233,southern_us
8338,chinese
41014,southern_us
30440,mexican
23043,mexican
20788,italian
14375,southern_us
1184,chinese
34280,indian
46171,thai
31834,italian
14759,italian
15855,southern_us
6662,southern_us
15056,italian
34873,southern_us
20089,southern_us
20015,southern_us
18402,southern_us
6418,southern_us
1454,southern_us
14070,indian
26424,southern_us
27349,chinese
26459,thai
13151,mexican
12264,italian
18366,southern_us
46851,italian
18954,italian
39858,southern_us
43500,indian
21656,italian
10505,chinese
5313,chinese
28951,chinese
19961,indian
1795,southern_us
9917,southern_us
26180,mexican
9726,southern_us
47689,italian
7866,mexican
41625,mexican
35160,southern_us
4430,italian
39082,southern_us
46186,southern_us
11988,southern_us
24177,chinese
31849,italian
41194,italian
36968,mexican
42330,chinese
36791,thai
19704,italian
4933,southern_us
4255,southern_us
37105,southern_us
35848,southern_us
17416,mexican
39066,italian
36270,chinese
24406,indian
20517,southern_us
27630,italian
19670,mexican
4685,italian
45260,italian
378,southern_us
40841,southern_us
27632,southern_us
12193,southern_us
38047,chinese
10170,italian
25043,indian
23851,italian
14743,southern_us
13294,southern_us
26466,chinese
32002,mexican
37526,southern_us
8888,italian
38945,southern_us
38546,southern_us
38869,southern_us
10556,southern_us
3296,southern_us
25977,mexican
32025,southern_us
44087,italian
32762,indian
824,mexican
44636,italian
542,mexican
38218,southern_us
41930,southern_us
1987,southern_us
37378,southern_us
8873,mexican
1513,italian
44013,mexican
38042,southern_us
11576,southern_us
24510,italian
823,italian
23443,southern_us
34870,chinese
3846,southern_us
14993,southern_us
16854,southern_us
5886,southern_us
33793,southern_us
2999,southern_us
20843,southern_us
29153,italian
33790,italian
16516,southern_us
37887,southern_us
18466,southern_us
48033,italian
45404,italian
4175,southern_us
31986,italian
38555,southern_us
26832,southern_us
19810,thai
49086,southern_us
39579,italian
25551,southern_us
42549,italian
22052,mexican
45632,southern_us
4143,mexican
11310,italian
32839,southern_us
48171,chinese
22896,southern_us
10878,southern_us
31643,indian
47624,chinese
35141,italian
13498,southern_us
24566,italian
16533,southern_us
15437,southern_us
19426,italian
32416,italian
2427,italian
9178,southern_us
40606,italian
28450,chinese
7946,italian
21756,italian
17843,southern_us
44066,indian
7427,chinese
11297,southern_us
42965,italian
23067,southern_us
35066,thai
27938,italian
39075,mexican
20200,southern_us
19823,southern_us
12336,chinese
34714,italian
45388,italian
25639,southern_us
33985,southern_us
25524,thai
19641,mexican
11106,southern_us
22165,italian
35412,italian
23475,southern_us
1570,italian
12815,southern_us
37253,italian
16900,southern_us
7701,southern_us
49391,italian
1132,mexican
13051,southern_us
2284,mexican
21410,southern_us
25604,italian
45746,thai
35911,italian
26608,southern_us
16991,southern_us
40657,italian
47960,indian
38408,southern_us
1295,thai
40139,southern_us
38538,southern_us
26420,italian
10326,thai
5181,italian
18210,chinese
3241,southern_us
27062,italian
41527,southern_us
45484,southern_us
38755,indian
47246,italian
164,italian
723,italian
299,southern_us
1519,southern_us
34077,southern_us
45254,southern_us
34760,southern_us
11154,southern_us
26274,italian
15081,italian
45100,mexican
1417,southern_us
32083,italian
29971,italian
17679,mexican
36539,chinese
34975,italian
4633,mexican
10321,southern_us
35565,italian
26919,indian
9549,southern_us
31863,italian
22053,southern_us
19443,southern_us
18540,italian
23354,italian
13859,thai
23904,thai
6675,southern_us
18595,southern_us
12967,chinese
17283,southern_us
23211,southern_us
14358,southern_us
31398,southern_us
42650,southern_us
25258,chinese
18457,vietnamese
11810,mexican
9499,italian
11943,southern_us
6810,thai
34323,mexican
23296,southern_us
45927,italian
45196,southern_us
19917,chinese
20210,italian
41629,southern_us
39907,italian
4956,mexican
37058,italian
20859,mexican
3315,italian
4401,italian
21361,italian
44164,southern_us
26391,italian
47771,italian
44140,italian
43739,southern_us
12481,mexican
12292,thai
15965,southern_us
23409,italian
39005,chinese
2774,southern_us
14529,chinese
16926,italian
26890,southern_us
9663,southern_us
43052,thai
24193,indian
5476,italian
10048,southern_us
1981,mexican
12194,southern_us
22202,indian
7626,italian
37365,italian
44144,italian
37723,mexican
47194,chinese
30827,italian
33108,chinese
2075,italian
6326,italian
11083,southern_us
30311,southern_us
45371,italian
18232,southern_us
9768,southern_us
6648,southern_us
35650,chinese
23013,italian
6669,southern_us
42670,southern_us
18155,italian
44622,vietnamese
28426,chinese
23743,southern_us
14176,southern_us
9576,italian
36577,italian
16671,italian
22964,southern_us
16424,southern_us
47225,southern_us
17565,indian
36401,southern_us
30314,italian
32982,southern_us
21866,indian
1475,italian
13053,italian
33983,indian
24051,mexican
22800,spanish
16561,southern_us
2740,southern_us
219,southern_us
48737,southern_us
2164,italian
13579,italian
71,southern_us
12420,mexican
35209,indian
11472,italian
43172,chinese
24927,italian
37102,southern_us
10743,southern_us
27874,southern_us
9565,chinese
21419,italian
767,southern_us
28308,italian
37605,italian
9558,southern_us
31527,italian
2419,chinese
7541,mexican
11400,italian
23487,southern_us
8087,southern_us
21906,southern_us
48830,southern_us
37328,southern_us
45490,southern_us
9710,italian
16153,mexican
39537,southern_us
13923,italian
8120,chinese
12923,southern_us
1556,mexican
6871,italian
34201,southern_us
36146,southern_us
33170,southern_us
20082,southern_us
26517,southern_us
15214,southern_us
34092,southern_us
40902,thai
44452,southern_us
2083,italian
44897,mexican
17850,indian
26693,mexican
19618,southern_us
35589,southern_us
46084,southern_us
17256,southern_us
47570,southern_us
32796,southern_us
27047,italian
39487,southern_us
130,thai
17627,mexican
29072,southern_us
1108,southern_us
22666,southern_us
41630,chinese
27289,italian
42299,mexican
36078,italian
7098,southern_us
46999,southern_us
28791,chinese
39576,mexican
2447,southern_us
22449,southern_us
23828,chinese
5660,southern_us
47460,italian
17912,italian
12288,southern_us
44037,southern_us
20875,mexican
6500,mexican
13813,southern_us
4907,southern_us
38186,italian
9816,chinese
8170,southern_us
21681,italian
42384,southern_us
35366,southern_us
34244,indian
35421,southern_us
33457,chinese
28026,chinese
38122,italian
21362,southern_us
42253,chinese
21994,italian
34457,thai
40229,southern_us
10181,italian
38257,southern_us
40992,southern_us
15617,southern_us
34754,thai
45459,italian
31295,chinese
44977,southern_us
18322,chinese
23257,southern_us
10084,southern_us
16445,southern_us
10594,chinese
26828,italian
47643,chinese
49680,chinese
27446,southern_us
8731,italian
37341,indian
42241,chinese
13669,southern_us
21403,southern_us
688,southern_us
23894,italian
35753,southern_us
44692,italian
235,southern_us
20982,italian
10166,southern_us
2187,southern_us
5022,italian
49037,southern_us
44478,southern_us
8912,mexican
8919,italian
23856,southern_us
14647,southern_us
48870,thai
14377,mexican
18548,southern_us
39591,southern_us
46746,italian
31926,italian
10159,southern_us
11342,chinese
32421,southern_us
19969,italian
3029,southern_us
39565,southern_us
7426,southern_us
20624,italian
4385,southern_us
18761,italian
46710,southern_us
46241,southern_us
14208,southern_us
29323,italian
40663,southern_us
32391,chinese
9506,italian
35402,chinese
48796,italian
4657,mexican
2404,southern_us
36923,southern_us
41762,southern_us
19344,mexican
19876,southern_us
39452,southern_us
19209,southern_us
35461,thai
5784,southern_us
40345,southern_us
24765,southern_us
25563,southern_us
40680,italian
36932,chinese
28106,southern_us
12717,indian
40100,italian
6960,southern_us
20724,chinese
24433,mexican
32118,chinese
22353,italian
23040,southern_us
46246,chinese
36642,southern_us
21579,southern_us
24073,southern_us
16775,thai
24732,italian
24221,chinese
33300,southern_us
34971,chinese
19777,italian
24337,italian
24709,southern_us
28557,italian
8963,thai
31515,italian
22575,thai
11011,italian
42030,italian
48012,chinese
13623,southern_us
49552,southern_us
5702,southern_us
3847,italian
34221,indian
4312,southern_us
35834,italian
11849,chinese
38290,indian
3064,southern_us
30099,southern_us
37354,southern_us
27877,italian
45642,southern_us
10629,mexican
17557,mexican
3725,italian
49507,mexican
5560,indian
42239,southern_us
29559,thai
46028,southern_us
26523,southern_us
28313,indian
32502,thai
43610,southern_us
35563,italian
22160,southern_us
11258,southern_us
36220,chinese
15974,mexican
30449,southern_us
29676,southern_us
29951,chinese
2268,southern_us
36813,italian
28096,southern_us
40471,southern_us
6545,southern_us
33598,italian
22338,southern_us
41918,thai
2133,mexican
42259,thai
11056,italian
7034,italian
17040,chinese
35238,southern_us
46155,thai
23356,southern_us
3909,southern_us
22107,mexican
1656,southern_us
9302,southern_us
19473,italian
13566,southern_us
23424,southern_us
4139,southern_us
15970,italian
47732,southern_us
37251,southern_us
44870,thai
9773,southern_us
2131,mexican
6381,chinese
9613,italian
47364,chinese
34376,italian
26408,southern_us
4763,southern_us
18982,italian
2766,italian
19247,chinese
13462,southern_us
19678,southern_us
22814,italian
18582,thai
3124,thai
19347,southern_us
8812,chinese
22037,indian
15423,southern_us
35960,southern_us
49336,southern_us
1255,mexican
17646,italian
20631,italian
19492,southern_us
22895,southern_us
18607,southern_us
34569,southern_us
48356,italian
12252,southern_us
21071,italian
22458,southern_us
19585,southern_us
15597,southern_us
15038,southern_us
20028,southern_us
29764,mexican
17206,thai
40901,mexican
37954,southern_us
16933,thai
42657,italian
21846,italian
33834,southern_us
25873,italian
5938,italian
34762,southern_us
39835,southern_us
5805,southern_us
13914,southern_us
45924,italian
41460,southern_us
37287,southern_us
25059,southern_us
34872,mexican
7524,chinese
10427,southern_us
8014,italian
14740,italian
24329,southern_us
38514,thai
12665,thai
24655,italian
7078,southern_us
15995,southern_us
15861,southern_us
30662,italian
17836,italian
2078,southern_us
3600,southern_us
46302,southern_us
28375,southern_us
34839,southern_us
18345,italian
23205,southern_us
34763,mexican
26692,italian
10317,vietnamese
11767,chinese
36881,southern_us
33468,chinese
20669,southern_us
18159,southern_us
22891,indian
39588,italian
35941,chinese
15981,southern_us
26013,vietnamese
5076,chinese
1573,italian
39380,southern_us
13845,southern_us
35146,southern_us
32924,mexican
9567,italian
35203,mexican
39666,italian
17786,chinese
21936,mexican
8668,southern_us
41339,southern_us
32268,italian
29706,southern_us
42032,southern_us
8105,southern_us
11218,southern_us
7159,italian
47817,southern_us
1572,indian
38720,thai
14780,southern_us
31839,italian
6501,southern_us
39533,southern_us
22820,southern_us
9619,southern_us
14025,italian
19697,italian
5370,southern_us
32639,southern_us
15249,chinese
47776,italian
48134,southern_us
24141,mexican
4117,chinese
20578,southern_us
47585,southern_us
20326,southern_us
43932,chinese
29704,chinese
12447,chinese
38117,southern_us
2684,mexican
25371,italian
25518,italian
27083,italian
16073,chinese
45667,southern_us
44188,italian
44888,indian
41594,southern_us
1061,vietnamese
6536,italian
31586,southern_us
9792,italian
40395,chinese
24861,italian
32253,southern_us
31082,southern_us
19298,chinese
6600,indian
46939,southern_us
6092,southern_us
36600,mexican
45979,italian
46910,italian
14174,indian
10609,southern_us
28647,italian
19066,southern_us
16803,southern_us
49114,southern_us
14664,italian
39670,southern_us
4583,southern_us
31121,southern_us
12589,southern_us
22551,southern_us
11817,southern_us
22003,italian
42091,southern_us
45966,southern_us
6811,southern_us
2711,southern_us
44757,southern_us
5349,southern_us
30294,thai
48944,southern_us
44048,italian
411,southern_us
44998,southern_us
18078,thai
48533,italian
16485,thai
32939,southern_us
11808,italian
23059,chinese
16466,chinese
7315,southern_us
13178,southern_us
2751,southern_us
41395,southern_us
20534,southern_us
12111,southern_us
38708,southern_us
37481,italian
28048,southern_us
13123,italian
2174,southern_us
17190,chinese
25756,mexican
38180,mexican
26892,italian
23757,southern_us
8553,italian
36272,mexican
35224,southern_us
5203,southern_us
23565,southern_us
31420,chinese
43491,chinese
38773,southern_us
15223,chinese
17763,southern_us
24528,italian
21704,southern_us
45329,mexican
48876,italian
3741,chinese
47710,southern_us
9182,italian
13782,southern_us
3369,thai
11985,southern_us
39817,chinese
26869,italian
37461,southern_us
24217,southern_us
2474,southern_us
45929,southern_us
12768,southern_us
924,thai
13258,southern_us
7955,southern_us
37056,southern_us
17934,southern_us
5843,mexican
46881,italian
4049,italian
24173,southern_us
4683,italian
32612,chinese
11314,southern_us
13550,southern_us
2483,southern_us
9573,italian
34113,thai
37865,thai
36951,southern_us
4703,mexican
10734,italian
40444,southern_us
44334,southern_us
35991,italian
34020,southern_us
3743,southern_us
18305,southern_us
7877,italian
10606,southern_us
30584,southern_us
9266,southern_us
35196,italian
41070,southern_us
25930,chinese
48564,southern_us
14213,chinese
6618,southern_us
18479,southern_us
10279,italian
30750,chinese
45701,southern_us
22947,southern_us
6467,southern_us
16365,southern_us
7184,southern_us
23270,southern_us
41805,southern_us
7537,indian
18616,mexican
42857,southern_us
37906,indian
16846,italian
573,southern_us
26657,southern_us
12408,southern_us
38232,southern_us
33447,southern_us
40227,southern_us
35760,southern_us
1385,southern_us
47866,italian
30871,southern_us
22604,southern_us
39397,italian
38782,indian
45343,italian
26112,indian
10209,southern_us
31702,italian
37943,chinese
23471,southern_us
3529,thai
46794,italian
16626,southern_us
32361,chinese
20932,italian
11183,chinese
33661,italian
12681,mexican
2450,southern_us
23979,southern_us
18465,italian
28234,southern_us
47449,italian
33869,southern_us
4924,mexican
18862,vietnamese
30556,chinese
35762,southern_us
7396,southern_us
21232,southern_us
18299,southern_us
35468,southern_us
42838,italian
33972,italian
46021,thai
1627,southern_us
28873,italian
38927,mexican
25262,chinese
19152,italian
11061,southern_us
27000,chinese
37396,chinese
47358,mexican
47825,italian
24681,southern_us
37706,southern_us
44056,chinese
38298,italian
30788,southern_us
36144,southern_us
21792,southern_us
31745,southern_us
15104,southern_us
30589,thai
14235,southern_us
2608,southern_us
34828,southern_us
3282,southern_us
4336,southern_us
25666,southern_us
17831,italian
17008,italian
35845,southern_us
19494,southern_us
30797,southern_us
33763,italian
19950,southern_us
23089,southern_us
32074,chinese
49640,chinese
8403,southern_us
15879,italian
7949,southern_us
31483,vietnamese
32928,southern_us
27647,southern_us
34616,italian
21113,southern_us
41599,chinese
23924,chinese
36335,southern_us
36194,southern_us
10980,southern_us
45999,southern_us
3943,southern_us
188,southern_us
5799,italian
20964,southern_us
2716,southern_us
5464,italian
17640,italian
39437,indian
14835,mexican
3094,southern_us
14826,italian
30173,italian
37811,italian
22363,chinese
6369,southern_us
26850,southern_us
48887,italian
44405,southern_us
21477,chinese
32697,southern_us
38843,mexican
20076,chinese
26429,southern_us
35648,thai
41794,southern_us
22100,italian
30216,southern_us
17656,southern_us
17317,southern_us
4928,italian
43965,southern_us
6404,indian
12274,southern_us
6651,southern_us
40406,italian
40933,southern_us
23419,italian
37867,southern_us
28834,italian
23912,italian
4791,mexican
36354,chinese
32298,southern_us
44577,mexican
48859,chinese
32485,italian
8394,italian
7708,southern_us
38385,southern_us
22622,thai
29716,thai
44462,mexican
9422,southern_us
22499,southern_us
36,italian
434,southern_us
5479,mexican
42420,southern_us
47346,indian
44568,southern_us
38650,italian
19191,italian
22848,southern_us
17886,southern_us
6036,southern_us
38608,southern_us
12890,southern_us
15709,southern_us
13125,southern_us
48454,italian
36627,southern_us
47884,southern_us
28,southern_us
45365,mexican
40795,southern_us
17651,southern_us
1530,italian
17604,thai
4700,southern_us
24972,mexican
23525,southern_us
7092,italian
43757,italian
4808,southern_us
7249,southern_us
27589,southern_us
47523,southern_us
44244,southern_us
10383,southern_us
37285,southern_us
21332,southern_us
7311,southern_us
28052,southern_us
31653,italian
1740,italian
5484,southern_us
41406,southern_us
41907,southern_us
46515,southern_us
38392,italian
15925,southern_us
5094,chinese
31816,southern_us
35713,southern_us
31296,southern_us
41640,southern_us
22419,chinese
47874,thai
6570,italian
6936,southern_us
34063,indian
34141,southern_us
44572,southern_us
28425,italian
38481,southern_us
18955,italian
46466,italian
5692,southern_us
39836,thai
33718,southern_us
36250,southern_us
286,southern_us
29766,southern_us
20541,southern_us
31173,indian
46440,southern_us
23905,italian
37232,southern_us
8517,italian
21249,southern_us
32700,southern_us
22845,italian
45461,italian
1307,southern_us
30010,italian
21646,italian
28148,southern_us
26450,southern_us
16602,mexican
9928,southern_us
27063,southern_us
22273,southern_us
12744,southern_us
28272,southern_us
30350,southern_us
23362,southern_us
13645,italian
16942,thai
34970,southern_us
27829,indian
38058,italian
13256,southern_us
31859,southern_us
43027,southern_us
22235,southern_us
2933,italian
45981,italian
11460,chinese
33770,southern_us
24399,southern_us
8006,southern_us
48885,southern_us
42585,italian
40160,mexican
45541,chinese
22410,thai
26226,southern_us
4591,southern_us
5457,southern_us
39085,indian
24040,southern_us
6576,mexican
34310,southern_us
27350,mexican
9968,thai
2464,southern_us
27952,indian
43388,southern_us
33143,mexican
28083,southern_us
15927,southern_us
10255,indian
8011,indian
5195,thai
36015,italian
40910,southern_us
11309,southern_us
47556,southern_us
27958,southern_us
27198,southern_us
643,indian
40853,southern_us
15815,southern_us
2063,italian
19827,southern_us
33443,italian
44632,indian
26773,thai
3203,italian
32873,southern_us
24806,southern_us
45942,thai
1324,southern_us
32526,southern_us
48093,italian
48942,spanish
8845,italian
11546,italian
44358,mexican
3209,southern_us
10553,southern_us
44430,southern_us
44712,italian
16351,chinese
44644,italian
31670,indian
49147,southern_us
19750,southern_us
48121,thai
22722,mexican
9910,italian
14236,southern_us
48341,southern_us
23190,thai
20362,italian
44794,southern_us
39419,chinese
13526,italian
42270,southern_us
37208,mexican
33824,italian
29953,italian
16387,southern_us
37672,southern_us
1868,italian
24984,chinese
47128,italian
44303,southern_us
20318,chinese
7513,southern_us
13261,southern_us
19259,southern_us
31103,italian
24037,italian
29984,southern_us
28159,southern_us
5318,southern_us
23962,italian
2084,italian
41793,southern_us
18960,chinese
